BinBase name,F_SAC_7_007,F_SAC_8_008,F_SAC_9_009,normF_SAC_7_007,normF_SAC_8_008,normF_SAC_9_009
14816,131,173,171,1.293561204310221e-6,1.6673877877896865e-6,1.647715656156701e-6
14796,4828,4408,4822,4.7674148812288146e-5,4.2484655309693284e-5,4.6463654350804754e-5
14778,25667,22158,25685,2.534491254277133e-4,2.1356056995285475e-4,2.4749460016599336e-4
14740,986,1113,965,9.736269827861663e-6,1.072718270410359e-5,9.298512328603607e-6
14739,443,483,461,4.374409263430747e-6,4.655192494233634e-6,4.4420872367733284e-6
14729,2657,2437,2716,2.6236581067574483e-5,2.3488000224528705e-5,2.6170735217085382e-5
14719,5632,4506,5551,5.56132572723295e-5,4.34291871201175e-5,5.348812635863069e-5
14712,3557,2154,2616,3.5123642776576e-5,2.0760423669936327e-5,2.52071588099762e-5
14709,3036,2607,2918,2.9979021498365122e-5,2.5126473773223774e-5,2.811715955944593e-5
14703,9290,2045,14318,9.173422586291568e-5,1.9709872982831844e-5,1.3796486996989267e-4
14702,4471,3949,4215,4.4148947667717545e-5,3.80607767282166e-5,4.061474555965202e-5
14696,11460,10196,12024,1.1316191909461934e-4,9.826986060291123e-5,1.1586042719080804e-4
14694,7234,6676,7073,7.14322271143522e-5,6.434382006522512e-5,6.815375927483244e-5
14689,39992,29568,32626,3.9490152429598745e-4,2.849787405165633e-4,3.143764385834417e-4
13146,1006,381,1078,9.933760088061698e-6,3.6721083650165927e-6,1.0387353668636981e-5
13139,733,4642,5513,7.238018036331236e-6,4.473996595907355e-5,5.31219673239292e-5
10176,7533,7220,7949,7.438470650434271e-5,6.958693542104934e-5,7.659468860110888e-5
6485,2738,8793,9193,2.7036416621384618e-5,8.474763478632783e-5,8.85815791055471e-5
6435,2485,3129,2824,2.453816482985419e-5,3.015755137568745e-5,2.7211397736763298e-5
6422,1968,1945,2441,1.943304160368332e-5,1.8746065013011216e-5,2.3520900097535133e-5
6404,72683,63857,73090,7.177092291059526e-4,6.154588552883584e-4,7.042779959561011e-4
5837,28757,43233,37240,2.839613706286185e-4,4.166830995925521e-4,3.5883585400745937e-4
5244,286254,261978,126879,0.002826618847165023,0.002524964843176685,0.001222576109576059
4983,1354,404,327,1.3370090615542284e-5,3.893784198075337e-6,3.150894851247025e-6
4862,235273,86354,72866,0.0023232062994021268,8.322867342589051e-4,7.021195848041765e-4
4852,491,381,457,4.848385887910828e-6,3.6721083650165927e-6,4.403544180488962e-6
4850,6910,5026,5718,6.823288489911166e-5,4.8440988563184766e-5,5.5097298958503025e-5
4849,13000,10736,8642,1.2836866913002194e-4,1.0347442363994262e-4,8.32722731023755e-5
4801,11426,9090,11427,1.1282618565227927e-4,8.761014445669508e-5,1.1010787604036622e-4
4795,10430,9023,10556,1.029911706943176e-4,8.696439311691527e-5,1.0171512553444525e-4
4766,327532,147370,178262,0.0032342189951918726,0.0014203638051246594,0.00171769057484097
4755,2367,1836,2652,2.3372972294673992e-5,1.769551432590673e-5,2.5554046316535506e-5
4744,63556,45161,58857,6.275845488636672e-4,4.352653172506938e-4,5.671321659322513e-4
4735,29841,28098,29996,2.9466534273146034e-4,2.7081076336020005e-4,2.890343790764702e-4
4732,4004,4008,1246,3.9537550092046754e-5,3.862942343041077e-5,1.2006162032580407e-5
4729,1938,1634,1948,1.913680621338327e-5,1.574862222686906e-5,1.8770468410486866e-5
4723,4952,4025,4446,4.889858842552835e-5,3.879327078528028e-5,4.284060706007423e-5
4721,3223,3453,4259,3.182555543123544e-5,3.3280289197906284e-5,4.103871917878006e-5
4716,12733,11093,7795,1.2573217415635149e-4,1.0691521809220226e-4,7.511078093416073e-5
4713,22626,21780,24268,2.2342073136429817e-4,2.0991737582693278e-4,2.3384072247725627e-4
4709,1197,1703,1889,1.1819792072972019e-5,1.6413649726045294e-5,1.8201958330292446e-5
4708,646,546,778,6.378935404461089e-6,5.262391515220629e-6,7.496624447309435e-6
4707,219,378,370,2.1625183491903694e-6,3.643194125921974e-6,3.565232706303973e-6
4550,323,1659,607,3.1894677022305446e-6,1.598957421932422e-5,5.848908791152735e-6
4546,4992,3986,4547,4.929356894592842e-5,3.8417385677050235e-5,4.3813819231254505e-5
4541,73702,34858,33474,7.277713578631443e-4,3.359641821200745e-4,3.2254756651572757e-4
3772,15016,12386,17360,1.4827568735818533e-4,1.1937725514198299e-4,1.6727686427415398e-4
3365,1671,1430,1707,1.650031123971282e-5,1.378245396843498e-5,1.6448249269353736e-5
3246,476,311,471,4.700268192760803e-6,2.997442786142153e-6,4.538444877484247e-6
3229,2141,1713,2383,2.1141332354413613e-5,1.651003052302736e-5,2.2962025781411807e-5
3204,2955,597,503,2.9179185944554984e-5,5.7539335798291496e-6,4.846789327759185e-6
3194,28440,4355,8910,2.80831150004448e-4,4.197383708568835e-5,8.58546578734281e-5
3182,13985,585,14315,1.380950644448736e-4,5.6382766234506735e-6,1.379359626776794e-4
3178,4657,5597,4548,4.5985607087577855e-5,5.394433207086055e-5,4.382345499532559e-5
3175,10217,9022,2253,1.0088789942318724e-4,8.695475503721706e-5,2.170937645216987e-5
3166,2029,1585,1984,2.0035386897293422e-5,1.5276356321656955e-5,1.911735591704617e-5
3161,72683,14094,73090,7.177092291059526e-4,1.3583909526651932e-4,7.042779959561011e-4
2821,1557,2090,1776,1.5374616756572628e-5,2.0143586569251125e-5,1.711311699025907e-5
2394,2711,1364,3411,2.6769804770114573e-5,1.3146340708353367e-5,3.2867591246494196e-5
2018,7111,6037,9055,7.0217662014122e-5,5.8185087138071314e-5,8.725184366373643e-5
2017,4271,3426,4544,4.21740450657172e-5,3.302006104605472e-5,4.378491193904123e-5
1981,23294,20883,22374,2.300169060549793e-4,2.0127201833764174e-4,2.1559058532660838e-4
1970,199626,375249,426806,0.0019712095341345966,0.0036166797686722086,0.004112601920126415
1967,7321,6353,7667,7.229130974622235e-5,6.12307203227045e-5,7.387740313306097e-5
1846,7936,7382,7205,7.836413524737338e-5,7.114830433215876e-5,6.942568013221656e-5
1771,1044,1107,1101,1.0308991582441762e-5,1.0669354225914352e-5,1.0608976242272093e-5
1753,5530,5344,5366,5.460605694530933e-5,5.150589790721436e-5,5.17055100054787e-5
1746,2205,1761,2161,2.177330118705372e-5,1.697265834854126e-5,2.082288615762942e-5
1744,24344,11842,17442,2.4038514471548108e-4,1.1413413978615877e-4,1.6806699692798352e-4
1717,1749,1616,1908,1.727052325449295e-5,1.557513679230135e-5,1.8385037847643193e-5
1715,7971,7051,6552,7.870974320272345e-5,6.795809995205248e-5,6.31335261937936e-5
1704,5097,5389,5891,5.03303928119786e-5,5.193961149363364e-5,5.676428614280191e-5
1684,4557,3599,4172,4.499815578657769e-5,3.46874488338444e-5,4.020040770459507e-5
892,5895,4315,3338,5.821025419395994e-5,4.1588313897760096e-005,3.216418046930449e-5
592,3334,1543,1753,3.2921626375345626e-5,1.487155697433229e-5,1.689149441662396e-5
309,3218,2971,2444,3.1776182866185426e-5,2.8634734783370857e-5,2.3549807389748406e-5
303,3279,4652,2100,3.237852815979553e-5,4.4836346756055614e-5,2.023510454929282e-5
168,3727,2010,4569,3.6802309988276284e-5,1.9372540193394624e-5,4.402580604081852e-5
136,295,297,318,2.9129813379504974e-6,2.8625096703672653e-6,3.0641729746071984e-6
134,6746,11434,40372,6.661346476547138e-5,1.1020180326929061e-4,3.890150670781189e-4
68,352922,349983,169608,0.0034849328805158153,0.0033731640470173285,0.0016343026725697412
